,as_of_date,company_name,followers_count
583240,2017-03-02,Cintas,64078
583253,2017-03-02,Verisk Analytics,24117
583284,2017-03-02,Google,4721169
583300,2017-03-02,Maxim Integrated,42175
583334,2017-03-02,Texas Instruments,223837
583352,2017-03-02,Atlassian,75372
583419,2017-03-02,Exelon,59101
583428,2017-03-02,Incyte,9243
583466,2017-03-02,Biogen,121427
583476,2017-03-02,lululemon,150779
583489,2017-03-02,TripAdvisor,146933
583501,2017-03-02,Workday,132023
583531,2017-03-02,CSX,51513
583537,2017-03-02,IDEXX,37263
583541,2017-03-02,Synopsys Inc,96581
583575,2017-03-02,Electronic Arts (EA),274433
583685,2017-03-02,DocuSign,36405
583690,2017-03-02,Starbucks,768377
583706,2017-03-02,Illumina,85452
583788,2017-03-02,Dollar Tree Stores,30037
583808,2017-03-02,Cerner Corporation,111286
583826,2017-03-02,Microsoft,3485284
583847,2017-03-02,Analog Devices,60440
583852,2017-03-02,Broadcom Limited,133134
583867,2017-03-02,Gilead Sciences,144207
583883,2017-03-02,Marvell Semiconductor,81842
583927,2017-03-02,Match.com,9158
583930,2017-03-02,Applied Materials,103485
583936,2017-03-02,Charter Communications,49124
583941,2017-03-02,21st Century Fox,8368
583947,2017-03-02,Intuitive Surgical,46828
583949,2017-03-02,The Kraft Heinz Company,282461
583952,2017-03-02,Netflix,407063
583955,2017-03-02,Mondelēz International,608054
583958,2017-03-02,Monster Energy,31826
583966,2017-03-02,NXP Semiconductors,107564
583982,2017-03-02,Walgreens,196714
583994,2017-03-02,American Electric Power,35249
584002,2017-03-02,Costco Wholesale,159267
584091,2017-03-02,Splunk,72944
584101,2017-03-02,Tesla,932995
584111,2017-03-02,Vertex Pharmaceuticals,60583
584219,2017-03-02,Cadence Design Systems,62055
584288,2017-03-02,Comcast,188616
584301,2017-03-02,Xcel Energy,40222
584309,2017-03-02,Marriott International,506036
584352,2017-03-02,O'Reilly Auto Parts,23218
584359,2017-03-02,Micron Technology,77295
584379,2017-03-02,Align Technology,20105
584437,2017-03-02,KLA-Tencor,60636
584440,2017-03-02,PACCAR,34270
584448,2017-03-02,Microchip Technology Inc.,49088
584454,2017-03-02,Mercadolibre.com,39711
584496,2017-03-02,VERISIGN,23970
584583,2017-03-02,Qualcomm,275372
584616,2017-03-02,NetEase,27116
584675,2017-03-02,Activision,93388
584709,2017-03-02,Paychex,48704
584814,2017-03-02,Dexcom,14382
584982,2017-03-02,ADP,377766
585087,2017-03-02,Amgen,261284
585453,2017-03-02,NVIDIA,199483
585471,2017-03-02,PepsiCo,1392912
585489,2017-03-02,Copart,15694
585503,2017-03-02,Intuit,130342
585505,2017-03-02,Facebook,1462216
585690,2017-03-03,AMD,152799
585745,2017-03-03,Cognizant,1059402
585796,2017-03-03,Cisco,1393892
585826,2017-03-03,CDW,65664
585859,2017-03-03,Intel Corporation,852314
585889,2017-03-03,Fiserv,133873
585944,2017-03-03,Sirius XM Radio Inc.,28123
585964,2017-03-03,T-Mobile,212921
586020,2017-03-03,eBay,266413
586024,2017-03-03,Lam Research,35376
586030,2017-03-03,Amazon,2057582
586056,2017-03-03,Adobe,659476
586070,2017-03-03,ASML,74171
586133,2017-03-03,Xilinx,71346
586149,2017-03-03,PayPal,235029
586168,2017-03-03,Apple,3325903
586256,2017-03-03,Cintas,64131
586269,2017-03-03,Verisk Analytics,24127
586301,2017-03-03,Google,4725217
586318,2017-03-03,Maxim Integrated,42225
586348,2017-03-03,Amgen,261588
586351,2017-03-03,Texas Instruments,223994
586367,2017-03-03,Atlassian,75475
586434,2017-03-03,Exelon,59154
586441,2017-03-03,Incyte,9265
586477,2017-03-03,Biogen,121577
586488,2017-03-03,lululemon,151027
586499,2017-03-03,TripAdvisor,147082
586510,2017-03-03,Workday,132247
586542,2017-03-03,CSX,51572
586551,2017-03-03,IDEXX,37299
586554,2017-03-03,Synopsys Inc,96637
586591,2017-03-03,Electronic Arts (EA),274667
586705,2017-03-03,DocuSign,36438
586710,2017-03-03,Starbucks,768909
586778,2017-03-03,Gilead Sciences,144407
586793,2017-03-03,Illumina,85579
586812,2017-03-03,Dollar Tree Stores,30071
586833,2017-03-03,Cerner Corporation,111397
586837,2017-03-03,Microsoft,3488661
586877,2017-03-03,Analog Devices,60493
586882,2017-03-03,Broadcom Limited,133223
586911,2017-03-03,Marvell Semiconductor,81868
586953,2017-03-03,Match.com,9162
586957,2017-03-03,Applied Materials,103606
586964,2017-03-03,Charter Communications,49217
586968,2017-03-03,21st Century Fox,8377
586975,2017-03-03,The Kraft Heinz Company,282716
586978,2017-03-03,Intuitive Surgical,46868
586981,2017-03-03,Mondelēz International,608614
586982,2017-03-03,Netflix,407679
586986,2017-03-03,Monster Energy,31888
586992,2017-03-03,NXP Semiconductors,107680
587010,2017-03-03,Walgreens,196948
587021,2017-03-03,American Electric Power,35276
587030,2017-03-03,Costco Wholesale,159481
587121,2017-03-03,Splunk,73044
587134,2017-03-03,Tesla,934267
587258,2017-03-03,Cadence Design Systems,62098
587326,2017-03-03,Comcast,188749
587338,2017-03-03,Xcel Energy,40263
587347,2017-03-03,Marriott International,506676
587390,2017-03-03,O'Reilly Auto Parts,23259
587398,2017-03-03,Micron Technology,77387
587415,2017-03-03,Align Technology,20130
587476,2017-03-03,KLA-Tencor,60666
587478,2017-03-03,PACCAR,34296
587487,2017-03-03,Microchip Technology Inc.,49142
587493,2017-03-03,Mercadolibre.com,39776
587538,2017-03-03,VERISIGN,23980
587559,2017-03-03,Vertex Pharmaceuticals,60639
587624,2017-03-03,Qualcomm,275637
587652,2017-03-03,NetEase,27171
587714,2017-03-03,Activision,93473
587747,2017-03-03,Paychex,48757
587838,2017-03-03,Dexcom,14408
588008,2017-03-03,ADP,377992
588467,2017-03-03,NVIDIA,199734
588486,2017-03-03,PepsiCo,1394407
588500,2017-03-03,Copart,15703
588514,2017-03-03,Intuit,130455
588516,2017-03-03,Facebook,1464045
588700,2017-03-04,AMD,152809
588758,2017-03-04,Cognizant,1059441
588809,2017-03-04,Cisco,1393980
588837,2017-03-04,CDW,65672
588871,2017-03-04,Intel Corporation,852370
588902,2017-03-04,Fiserv,133880
588956,2017-03-04,Sirius XM Radio Inc.,28127
588976,2017-03-04,T-Mobile,212930
589034,2017-03-04,eBay,266429
589038,2017-03-04,Lam Research,35387
589045,2017-03-04,Amazon,2057915
589070,2017-03-04,Adobe,659496
589082,2017-03-04,ASML,74177
589136,2017-03-04,Xilinx,71347
589148,2017-03-04,PayPal,235048
589163,2017-03-04,Apple,3326117
589245,2017-03-04,Cintas,64138
589257,2017-03-04,Verisk Analytics,24128
589288,2017-03-04,Google,4725553
589302,2017-03-04,Maxim Integrated,42228
589337,2017-03-04,Texas Instruments,224012
589353,2017-03-04,Atlassian,75491
589420,2017-03-04,Exelon,59155
589428,2017-03-04,Incyte,9268
589464,2017-03-04,Biogen,121593
589472,2017-03-04,lululemon,151041
589483,2017-03-04,TripAdvisor,147094
589495,2017-03-04,Workday,132255
589526,2017-03-04,CSX,51574
589534,2017-03-04,IDEXX,37304
589537,2017-03-04,Synopsys Inc,96643
589572,2017-03-04,Electronic Arts (EA),274689
589683,2017-03-04,DocuSign,36442
589688,2017-03-04,Starbucks,768951
589754,2017-03-04,Gilead Sciences,144426
589786,2017-03-04,Dollar Tree Stores,30073
589810,2017-03-04,Cerner Corporation,111403
589821,2017-03-04,Microsoft,3488914
589853,2017-03-04,Analog Devices,60493
589857,2017-03-04,Broadcom Limited,133231
589889,2017-03-04,Marvell Semiconductor,81872
589933,2017-03-04,Match.com,9163
589938,2017-03-04,Applied Materials,103615
589945,2017-03-04,Charter Communications,49221
589950,2017-03-04,21st Century Fox,8376
589955,2017-03-04,Intuitive Surgical,46873
589957,2017-03-04,The Kraft Heinz Company,282746
589960,2017-03-04,Netflix,407739
589963,2017-03-04,Mondelēz International,608664
589967,2017-03-04,Monster Energy,31892
589973,2017-03-04,NXP Semiconductors,107694
589990,2017-03-04,Walgreens,196963
590001,2017-03-04,American Electric Power,35279
590008,2017-03-04,Costco Wholesale,159494
590099,2017-03-04,Splunk,73052
590111,2017-03-04,Tesla,934384
590244,2017-03-04,Cadence Design Systems,62102
590307,2017-03-04,Comcast,188763
590319,2017-03-04,Xcel Energy,40264
590327,2017-03-04,Marriott International,506724
590369,2017-03-04,O'Reilly Auto Parts,23260
590379,2017-03-04,Micron Technology,77395
590398,2017-03-04,Align Technology,20136
590458,2017-03-04,KLA-Tencor,60666
590461,2017-03-04,PACCAR,34296
590469,2017-03-04,Microchip Technology Inc.,49144
590475,2017-03-04,Mercadolibre.com,39786
590520,2017-03-04,VERISIGN,23979
590537,2017-03-04,Vertex Pharmaceuticals,60647
590618,2017-03-04,Qualcomm,275647
590654,2017-03-04,NetEase,27177
590712,2017-03-04,Activision,93480
590747,2017-03-04,Paychex,48761
590856,2017-03-04,Dexcom,14412
591027,2017-03-04,ADP,378013
591129,2017-03-04,Amgen,261612
591323,2017-03-04,Illumina,85592
591484,2017-03-04,NVIDIA,199760
591503,2017-03-04,PepsiCo,1394550
591517,2017-03-04,Copart,15703
591531,2017-03-04,Intuit,130462
591533,2017-03-04,Facebook,1464204
591720,2017-03-05,AMD,152890
591777,2017-03-05,Cognizant,1059637
591826,2017-03-05,Cisco,1394349
591855,2017-03-05,CDW,65687
591887,2017-03-05,Intel Corporation,852621
591918,2017-03-05,Fiserv,133917
591975,2017-03-05,Sirius XM Radio Inc.,28136
591995,2017-03-05,T-Mobile,212969
592051,2017-03-05,eBay,266487
592055,2017-03-05,Lam Research,35414
592062,2017-03-05,Amazon,2059127
592089,2017-03-05,Adobe,659614
592100,2017-03-05,ASML,74200
592155,2017-03-05,Xilinx,71360
592168,2017-03-05,PayPal,235108
592184,2017-03-05,Apple,3326927
592269,2017-03-05,Cintas,64150
592283,2017-03-05,Verisk Analytics,24129
592313,2017-03-05,Google,4726992
592328,2017-03-05,Maxim Integrated,42247
592360,2017-03-05,Texas Instruments,224069
592375,2017-03-05,Atlassian,75537
592392,2017-03-05,Costco Wholesale,159550
592443,2017-03-05,Exelon,59177
592452,2017-03-05,Incyte,9273
592487,2017-03-05,Biogen,121642
592497,2017-03-05,lululemon,151113
592509,2017-03-05,TripAdvisor,147150
592520,2017-03-05,Workday,132300
592552,2017-03-05,CSX,51585
592560,2017-03-05,IDEXX,37310
592563,2017-03-05,Synopsys Inc,96654
592599,2017-03-05,Electronic Arts (EA),274784
592715,2017-03-05,DocuSign,36448
592720,2017-03-05,Starbucks,769098
592782,2017-03-05,Gilead Sciences,144475
592814,2017-03-05,Dollar Tree Stores,30080
592835,2017-03-05,Cerner Corporation,111435
592847,2017-03-05,Microsoft,3490046
592874,2017-03-05,Analog Devices,60510
592879,2017-03-05,Broadcom Limited,133263
592909,2017-03-05,Marvell Semiconductor,81884
592957,2017-03-05,Match.com,9166
592960,2017-03-05,Applied Materials,103657
592965,2017-03-05,Charter Communications,49225
592970,2017-03-05,21st Century Fox,8381
592974,2017-03-05,Intuitive Surgical,46885
592977,2017-03-05,The Kraft Heinz Company,282823
592980,2017-03-05,Netflix,407929
592983,2017-03-05,Mondelēz International,608840
592987,2017-03-05,Monster Energy,31903
592993,2017-03-05,NXP Semiconductors,107725
593008,2017-03-05,Walgreens,197018
593018,2017-03-05,American Electric Power,35292
593116,2017-03-05,Splunk,73079
593129,2017-03-05,Tesla,934888
593140,2017-03-05,Vertex Pharmaceuticals,60664
593257,2017-03-05,Cadence Design Systems,62122
593326,2017-03-05,Comcast,188804
593338,2017-03-05,Xcel Energy,40269
593347,2017-03-05,Marriott International,506969
593393,2017-03-05,O'Reilly Auto Parts,23265
593401,2017-03-05,Micron Technology,77425
593421,2017-03-05,Align Technology,20142
593475,2017-03-05,KLA-Tencor,60676
593478,2017-03-05,PACCAR,34305
593485,2017-03-05,Microchip Technology Inc.,49165
593490,2017-03-05,Mercadolibre.com,39813
593547,2017-03-05,VERISIGN,23981
593642,2017-03-05,Qualcomm,275748
593678,2017-03-05,NetEase,27208
593733,2017-03-05,Activision,93501
593770,2017-03-05,Paychex,48764
593870,2017-03-05,Dexcom,14418
594048,2017-03-05,ADP,378064
594150,2017-03-05,Amgen,261716
594333,2017-03-05,Illumina,85632
594502,2017-03-05,NVIDIA,199861
594520,2017-03-05,PepsiCo,1395060
594531,2017-03-05,Copart,15705
594545,2017-03-05,Intuit,130492
594547,2017-03-05,Facebook,1464824
594731,2017-03-06,AMD,152977
594796,2017-03-06,Cognizant,1059791
594842,2017-03-06,Cisco,1394753
594880,2017-03-06,CDW,65691
594907,2017-03-06,Intel Corporation,852872
594938,2017-03-06,Fiserv,133943
594996,2017-03-06,Sirius XM Radio Inc.,28146
595014,2017-03-06,T-Mobile,213007
595071,2017-03-06,eBay,266548
595074,2017-03-06,Xcel Energy,40282
595076,2017-03-06,Lam Research,35440
595084,2017-03-06,Amazon,2060482
595111,2017-03-06,Adobe,659726
595123,2017-03-06,ASML,74225
595177,2017-03-06,Xilinx,71373
595191,2017-03-06,PayPal,235200
595208,2017-03-06,Apple,3327731
595299,2017-03-06,Cintas,64153
595310,2017-03-06,Verisk Analytics,24128
595343,2017-03-06,Google,4728406
595358,2017-03-06,Maxim Integrated,42258
595395,2017-03-06,Texas Instruments,224137
595410,2017-03-06,Atlassian,75593
595478,2017-03-06,Exelon,59194
595485,2017-03-06,Incyte,9281
595521,2017-03-06,Biogen,121687
595532,2017-03-06,lululemon,151189
595545,2017-03-06,TripAdvisor,147212
595556,2017-03-06,Workday,132340
595585,2017-03-06,CSX,51599
595593,2017-03-06,IDEXX,37321
595596,2017-03-06,Synopsys Inc,96664
595636,2017-03-06,Electronic Arts (EA),274878
595639,2017-03-06,ADP,378121
595745,2017-03-06,DocuSign,36458
595749,2017-03-06,Starbucks,769236
595813,2017-03-06,Gilead Sciences,144539
595842,2017-03-06,Dollar Tree Stores,30096
595865,2017-03-06,Cerner Corporation,111444
595870,2017-03-06,Microsoft,3491223
595906,2017-03-06,Analog Devices,60523
595911,2017-03-06,Broadcom Limited,133284
595921,2017-03-06,NetEase,27241
595943,2017-03-06,Marvell Semiconductor,81897
595988,2017-03-06,Match.com,9168
595992,2017-03-06,Applied Materials,103696
595998,2017-03-06,Charter Communications,49235
596003,2017-03-06,21st Century Fox,8384
596007,2017-03-06,Intuitive Surgical,46902
596009,2017-03-06,The Kraft Heinz Company,282920
596012,2017-03-06,Netflix,408145
596015,2017-03-06,Mondelēz International,609010
596019,2017-03-06,Monster Energy,31921
596026,2017-03-06,NXP Semiconductors,107769
596044,2017-03-06,Walgreens,197051
596053,2017-03-06,American Electric Power,35305
596064,2017-03-06,Costco Wholesale,159596
596155,2017-03-06,Splunk,73098
596166,2017-03-06,Tesla,935367
596179,2017-03-06,Vertex Pharmaceuticals,60689
596296,2017-03-06,Cadence Design Systems,62136
596364,2017-03-06,Comcast,188840
596384,2017-03-06,Marriott International,507236
596425,2017-03-06,O'Reilly Auto Parts,23268
596434,2017-03-06,Micron Technology,77443
596455,2017-03-06,Align Technology,20152
596512,2017-03-06,KLA-Tencor,60676
596515,2017-03-06,PACCAR,34309
596525,2017-03-06,Microchip Technology Inc.,49185
596530,2017-03-06,Mercadolibre.com,39829
596577,2017-03-06,VERISIGN,23981
596663,2017-03-06,Qualcomm,275830
596756,2017-03-06,Activision,93525
596791,2017-03-06,Paychex,48771
596892,2017-03-06,Dexcom,14423
597164,2017-03-06,Amgen,261816
597349,2017-03-06,Illumina,85676
597510,2017-03-06,NVIDIA,199930
597531,2017-03-06,PepsiCo,1395596
597542,2017-03-06,Copart,15703
597556,2017-03-06,Intuit,130530
597558,2017-03-06,Facebook,1465482
597745,2017-03-07,AMD,153092
597802,2017-03-07,Cognizant,1060108
597854,2017-03-07,Cisco,1395373
597886,2017-03-07,CDW,65715
597912,2017-03-07,Intel Corporation,853240
597946,2017-03-07,Fiserv,134004
598000,2017-03-07,Sirius XM Radio Inc.,28160
598019,2017-03-07,T-Mobile,213083
598079,2017-03-07,eBay,266655
598083,2017-03-07,Lam Research,35489
598090,2017-03-07,Amazon,2062881
598121,2017-03-07,Adobe,659908
598135,2017-03-07,ASML,74257
598188,2017-03-07,Xilinx,71387
598205,2017-03-07,PayPal,235341
598220,2017-03-07,Apple,3329020
598310,2017-03-07,Cintas,64192
598321,2017-03-07,Verisk Analytics,24132
598352,2017-03-07,Google,4730723
598367,2017-03-07,Maxim Integrated,42286
598405,2017-03-07,Texas Instruments,224236
598421,2017-03-07,Atlassian,75663
598485,2017-03-07,Exelon,59221
598493,2017-03-07,Incyte,9297
598529,2017-03-07,Biogen,121781
598539,2017-03-07,lululemon,151304
598549,2017-03-07,TripAdvisor,147286
598562,2017-03-07,Workday,132447
598593,2017-03-07,CSX,51613
598601,2017-03-07,IDEXX,37338
598605,2017-03-07,Synopsys Inc,96688
598643,2017-03-07,Electronic Arts (EA),275030
598759,2017-03-07,DocuSign,36471
598763,2017-03-07,Starbucks,769475
598833,2017-03-07,Gilead Sciences,144680
598863,2017-03-07,Dollar Tree Stores,30110
598885,2017-03-07,Microsoft,3493063
598888,2017-03-07,Cerner Corporation,111492
598930,2017-03-07,Analog Devices,60546
598936,2017-03-07,Broadcom Limited,133322
598966,2017-03-07,Marvell Semiconductor,81914
599009,2017-03-07,Match.com,9171
599012,2017-03-07,Applied Materials,103767
599018,2017-03-07,Charter Communications,49267
599023,2017-03-07,21st Century Fox,8391
599027,2017-03-07,Intuitive Surgical,46915
599029,2017-03-07,The Kraft Heinz Company,283068
599033,2017-03-07,Netflix,408532
599036,2017-03-07,Mondelēz International,609318
599041,2017-03-07,Monster Energy,31958
599047,2017-03-07,NXP Semiconductors,107808
599064,2017-03-07,Walgreens,197141
599074,2017-03-07,American Electric Power,35326
599082,2017-03-07,Costco Wholesale,159709
599172,2017-03-07,Splunk,73149
599183,2017-03-07,Tesla,936071
599192,2017-03-07,Vertex Pharmaceuticals,60713
599311,2017-03-07,Cadence Design Systems,62156
599381,2017-03-07,Comcast,188915
599390,2017-03-07,Xcel Energy,40292
599402,2017-03-07,Marriott International,507571
599443,2017-03-07,O'Reilly Auto Parts,23281
599455,2017-03-07,Micron Technology,77491
599473,2017-03-07,Align Technology,20170
599532,2017-03-07,KLA-Tencor,60681
599535,2017-03-07,PACCAR,34309
599542,2017-03-07,Microchip Technology Inc.,49207
599547,2017-03-07,Mercadolibre.com,39900
599591,2017-03-07,VERISIGN,23983
599678,2017-03-07,Qualcomm,275952
599709,2017-03-07,NetEase,27277
599767,2017-03-07,Activision,93572
599798,2017-03-07,Paychex,48786
599895,2017-03-07,Dexcom,14432
600053,2017-03-07,ADP,378213
600157,2017-03-07,Amgen,261967
600351,2017-03-07,Illumina,85731
600523,2017-03-07,NVIDIA,200029
600543,2017-03-07,PepsiCo,1396460
600554,2017-03-07,Copart,15704
600569,2017-03-07,Intuit,130606
600571,2017-03-07,Facebook,1466526
600760,2017-03-08,AMD,153214
600819,2017-03-08,Cognizant,1060606
600869,2017-03-08,Cisco,1396127
600905,2017-03-08,CDW,65736
600931,2017-03-08,Intel Corporation,853755
600962,2017-03-08,Fiserv,134076
601015,2017-03-08,Sirius XM Radio Inc.,28178
601035,2017-03-08,T-Mobile,213187
601093,2017-03-08,eBay,266758
601096,2017-03-08,Lam Research,35534
601103,2017-03-08,Amazon,2065358
601133,2017-03-08,Adobe,660118
601145,2017-03-08,ASML,74296
601200,2017-03-08,Xilinx,71402
601215,2017-03-08,PayPal,235493
601233,2017-03-08,Apple,3330514
601320,2017-03-08,Cintas,64241
601333,2017-03-08,Verisk Analytics,24131
601362,2017-03-08,Google,4733296
601379,2017-03-08,Maxim Integrated,42315
601416,2017-03-08,Texas Instruments,224346
601432,2017-03-08,Atlassian,75726
601498,2017-03-08,Exelon,59256
601505,2017-03-08,Incyte,9311
601538,2017-03-08,Biogen,121893
601548,2017-03-08,lululemon,151440
601560,2017-03-08,TripAdvisor,147370
601571,2017-03-08,Workday,132570
601605,2017-03-08,CSX,51666
601612,2017-03-08,IDEXX,37364
601615,2017-03-08,Synopsys Inc,96711
601649,2017-03-08,Electronic Arts (EA),275186
601762,2017-03-08,DocuSign,36500
601766,2017-03-08,Starbucks,769768
601830,2017-03-08,Gilead Sciences,144797
601861,2017-03-08,Dollar Tree Stores,30124
601877,2017-03-08,Microsoft,3495246
601883,2017-03-08,Cerner Corporation,111550
601929,2017-03-08,Analog Devices,60573
601934,2017-03-08,Broadcom Limited,133376
601964,2017-03-08,Marvell Semiconductor,81934
601991,2017-03-08,NetEase,27334
602014,2017-03-08,Match.com,9178
602017,2017-03-08,Applied Materials,103831
602023,2017-03-08,Charter Communications,49311
602029,2017-03-08,21st Century Fox,8395
602035,2017-03-08,Intuitive Surgical,46937
602037,2017-03-08,The Kraft Heinz Company,283236
602041,2017-03-08,Netflix,408989
602044,2017-03-08,Mondelēz International,609749
